A,B,linkA,linkB,prerequisites,source,domin,language
Fundamental theorem of linear algebra,Conjugate transpose,https://en.wikipedia.org/wiki/Fundamental_theorem_of_linear_algebra,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Linear subspace,Conjugate transpose,https://en.wikipedia.org/wiki/Linear_subspace,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Row and column spaces,Conjugate transpose,https://en.wikipedia.org/wiki/Row_and_column_spaces,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Dot product,Conjugate transpose,https://en.wikipedia.org/wiki/Dot_product,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Covariance matrix,Conjugate transpose,https://en.wikipedia.org/wiki/Covariance_matrix,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Outer product,Conjugate transpose,https://en.wikipedia.org/wiki/Outer_product,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Linear algebra,Conjugate transpose,https://en.wikipedia.org/wiki/Linear_algebra,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Determinant,Conjugate transpose,https://en.wikipedia.org/wiki/Determinant,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Jacobian matrix and determinant,Conjugate transpose,https://en.wikipedia.org/wiki/Jacobian_matrix_and_determinant,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Singular value decomposition,Conjugate transpose,https://en.wikipedia.org/wiki/Singular_value_decomposition,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Singular value,Conjugate transpose,https://en.wikipedia.org/wiki/Singular_value,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Positive-definite matrix,Conjugate transpose,https://en.wikipedia.org/wiki/Definite_matrix,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Nonnegative matrix,Conjugate transpose,https://en.wikipedia.org/wiki/Nonnegative_matrix,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Positive definiteness,Conjugate transpose,https://en.wikipedia.org/wiki/Positive_definiteness,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Positive-definite function,Conjugate transpose,https://en.wikipedia.org/wiki/Positive-definite_function,https://en.wikipedia.org/wiki/Conjugate_transpose,A->B,metacademy,,en
Least squares,Transpose of a linear map,https://en.wikipedia.org/wiki/Least_squares,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Regression analysis,Transpose of a linear map,https://en.wikipedia.org/wiki/Regression_analysis,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Projection (linear algebra),Transpose of a linear map,https://en.wikipedia.org/wiki/Projection_(linear_algebra),https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Hilbert space,Transpose of a linear map,https://en.wikipedia.org/wiki/Hilbert_space,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Orthonormal basis,Transpose of a linear map,https://en.wikipedia.org/wiki/Orthonormal_basis,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Orthonormality,Transpose of a linear map,https://en.wikipedia.org/wiki/Orthonormality,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Orthogonal basis,Transpose of a linear map,https://en.wikipedia.org/wiki/Orthogonal_basis,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Fundamental theorem of linear algebra,Transpose of a linear map,https://en.wikipedia.org/wiki/Fundamental_theorem_of_linear_algebra,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Linear subspace,Transpose of a linear map,https://en.wikipedia.org/wiki/Linear_subspace,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Row and column spaces,Transpose of a linear map,https://en.wikipedia.org/wiki/Row_and_column_spaces,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Dot product,Transpose of a linear map,https://en.wikipedia.org/wiki/Dot_product,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Covariance matrix,Transpose of a linear map,https://en.wikipedia.org/wiki/Covariance_matrix,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Outer product,Transpose of a linear map,https://en.wikipedia.org/wiki/Outer_product,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Linear algebra,Transpose of a linear map,https://en.wikipedia.org/wiki/Linear_algebra,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Determinant,Transpose of a linear map,https://en.wikipedia.org/wiki/Determinant,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Jacobian matrix and determinant,Transpose of a linear map,https://en.wikipedia.org/wiki/Jacobian_matrix_and_determinant,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Singular value decomposition,Transpose of a linear map,https://en.wikipedia.org/wiki/Singular_value_decomposition,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Singular value,Transpose of a linear map,https://en.wikipedia.org/wiki/Singular_value,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Positive-definite matrix,Transpose of a linear map,https://en.wikipedia.org/wiki/Definite_matrix,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Nonnegative matrix,Transpose of a linear map,https://en.wikipedia.org/wiki/Nonnegative_matrix,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Positive definiteness,Transpose of a linear map,https://en.wikipedia.org/wiki/Positive_definiteness,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Positive-definite function,Transpose of a linear map,https://en.wikipedia.org/wiki/Positive-definite_function,https://en.wikipedia.org/wiki/Transpose_of_a_linear_map,A->B,metacademy,,en
Linear regression,Least squares,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Least_squares,A->B,metacademy,,en
Least squares,Least squares,https://en.wikipedia.org/wiki/Least_squares,https://en.wikipedia.org/wiki/Least_squares,A->B,metacademy,,en
Linear predictor function,Least squares,https://en.wikipedia.org/wiki/Linear_predictor_function,https://en.wikipedia.org/wiki/Least_squares,A->B,metacademy,,en
Logistic regression,Least squares,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Least_squares,A->B,metacademy,,en
Regression analysis,Least squares,https://en.wikipedia.org/wiki/Regression_analysis,https://en.wikipedia.org/wiki/Least_squares,A->B,metacademy,,en
Bayesian linear regression,Least squares,https://en.wikipedia.org/wiki/Bayesian_linear_regression,https://en.wikipedia.org/wiki/Least_squares,A->B,metacademy,,en
Nonlinear regression,Least squares,https://en.wikipedia.org/wiki/Nonlinear_regression,https://en.wikipedia.org/wiki/Least_squares,A->B,metacademy,,en
Linear regression,Regression analysis,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Regression_analysis,A->B,metacademy,,en
Least squares,Regression analysis,https://en.wikipedia.org/wiki/Least_squares,https://en.wikipedia.org/wiki/Regression_analysis,A->B,metacademy,,en
Linear predictor function,Regression analysis,https://en.wikipedia.org/wiki/Linear_predictor_function,https://en.wikipedia.org/wiki/Regression_analysis,A->B,metacademy,,en
Logistic regression,Regression analysis,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Regression_analysis,A->B,metacademy,,en
Regression analysis,Regression analysis,https://en.wikipedia.org/wiki/Regression_analysis,https://en.wikipedia.org/wiki/Regression_analysis,A->B,metacademy,,en
Bayesian linear regression,Regression analysis,https://en.wikipedia.org/wiki/Bayesian_linear_regression,https://en.wikipedia.org/wiki/Regression_analysis,A->B,metacademy,,en
Nonlinear regression,Regression analysis,https://en.wikipedia.org/wiki/Nonlinear_regression,https://en.wikipedia.org/wiki/Regression_analysis,A->B,metacademy,,en
Independence (probability theory),Conditional probability,https://en.wikipedia.org/wiki/Independence_(probability_theory),https://en.wikipedia.org/wiki/Conditional_probability,A->B,metacademy,,en
Conditional independence,Conditional probability,https://en.wikipedia.org/wiki/Conditional_independence,https://en.wikipedia.org/wiki/Conditional_probability,A->B,metacademy,,en
Independence (probability theory),Conditional probability distribution,https://en.wikipedia.org/wiki/Independence_(probability_theory),https://en.wikipedia.org/wiki/Conditional_probability_distribution,A->B,metacademy,,en
Conditional independence,Conditional probability distribution,https://en.wikipedia.org/wiki/Conditional_independence,https://en.wikipedia.org/wiki/Conditional_probability_distribution,A->B,metacademy,,en
Independence (probability theory),Conditioning (probability),https://en.wikipedia.org/wiki/Independence_(probability_theory),https://en.wikipedia.org/wiki/Conditioning_(probability),A->B,metacademy,,en
Conditional independence,Conditioning (probability),https://en.wikipedia.org/wiki/Conditional_independence,https://en.wikipedia.org/wiki/Conditioning_(probability),A->B,metacademy,,en
Independence (probability theory),Regular conditional probability,https://en.wikipedia.org/wiki/Independence_(probability_theory),https://en.wikipedia.org/wiki/Regular_conditional_probability,A->B,metacademy,,en
Conditional independence,Regular conditional probability,https://en.wikipedia.org/wiki/Conditional_independence,https://en.wikipedia.org/wiki/Regular_conditional_probability,A->B,metacademy,,en
Flow distribution in manifolds,Tangent bundle,https://en.wikipedia.org/wiki/Flow_distribution_in_manifolds,https://en.wikipedia.org/wiki/Tangent_bundle,A->B,metacademy,,en
Tensor field,Tangent bundle,https://en.wikipedia.org/wiki/Tensor_field,https://en.wikipedia.org/wiki/Tangent_bundle,A->B,metacademy,,en
Killing vector field,Tangent bundle,https://en.wikipedia.org/wiki/Killing_vector_field,https://en.wikipedia.org/wiki/Tangent_bundle,A->B,metacademy,,en
Riemann curvature tensor,Tangent bundle,https://en.wikipedia.org/wiki/Riemann_curvature_tensor,https://en.wikipedia.org/wiki/Tangent_bundle,A->B,metacademy,,en
Lie bracket of vector fields,Tangent bundle,https://en.wikipedia.org/wiki/Lie_bracket_of_vector_fields,https://en.wikipedia.org/wiki/Tangent_bundle,A->B,metacademy,,en
Flow distribution in manifolds,Unit tangent bundle,https://en.wikipedia.org/wiki/Flow_distribution_in_manifolds,https://en.wikipedia.org/wiki/Unit_tangent_bundle,A->B,metacademy,,en
Tensor field,Unit tangent bundle,https://en.wikipedia.org/wiki/Tensor_field,https://en.wikipedia.org/wiki/Unit_tangent_bundle,A->B,metacademy,,en
Killing vector field,Unit tangent bundle,https://en.wikipedia.org/wiki/Killing_vector_field,https://en.wikipedia.org/wiki/Unit_tangent_bundle,A->B,metacademy,,en
Riemann curvature tensor,Unit tangent bundle,https://en.wikipedia.org/wiki/Riemann_curvature_tensor,https://en.wikipedia.org/wiki/Unit_tangent_bundle,A->B,metacademy,,en
Lie bracket of vector fields,Unit tangent bundle,https://en.wikipedia.org/wiki/Lie_bracket_of_vector_fields,https://en.wikipedia.org/wiki/Unit_tangent_bundle,A->B,metacademy,,en
Flow distribution in manifolds,Double tangent bundle,https://en.wikipedia.org/wiki/Flow_distribution_in_manifolds,https://en.wikipedia.org/wiki/Double_tangent_bundle,A->B,metacademy,,en
Tensor field,Double tangent bundle,https://en.wikipedia.org/wiki/Tensor_field,https://en.wikipedia.org/wiki/Double_tangent_bundle,A->B,metacademy,,en
Killing vector field,Double tangent bundle,https://en.wikipedia.org/wiki/Killing_vector_field,https://en.wikipedia.org/wiki/Double_tangent_bundle,A->B,metacademy,,en
Riemann curvature tensor,Double tangent bundle,https://en.wikipedia.org/wiki/Riemann_curvature_tensor,https://en.wikipedia.org/wiki/Double_tangent_bundle,A->B,metacademy,,en
Lie bracket of vector fields,Double tangent bundle,https://en.wikipedia.org/wiki/Lie_bracket_of_vector_fields,https://en.wikipedia.org/wiki/Double_tangent_bundle,A->B,metacademy,,en
Flow distribution in manifolds,Normal bundle,https://en.wikipedia.org/wiki/Flow_distribution_in_manifolds,https://en.wikipedia.org/wiki/Normal_bundle,A->B,metacademy,,en
Tensor field,Normal bundle,https://en.wikipedia.org/wiki/Tensor_field,https://en.wikipedia.org/wiki/Normal_bundle,A->B,metacademy,,en
Killing vector field,Normal bundle,https://en.wikipedia.org/wiki/Killing_vector_field,https://en.wikipedia.org/wiki/Normal_bundle,A->B,metacademy,,en
Riemann curvature tensor,Normal bundle,https://en.wikipedia.org/wiki/Riemann_curvature_tensor,https://en.wikipedia.org/wiki/Normal_bundle,A->B,metacademy,,en
Lie bracket of vector fields,Normal bundle,https://en.wikipedia.org/wiki/Lie_bracket_of_vector_fields,https://en.wikipedia.org/wiki/Normal_bundle,A->B,metacademy,,en
Flow distribution in manifolds,Holomorphic vector bundle,https://en.wikipedia.org/wiki/Flow_distribution_in_manifolds,https://en.wikipedia.org/wiki/Holomorphic_vector_bundle,A->B,metacademy,,en
Tensor field,Holomorphic vector bundle,https://en.wikipedia.org/wiki/Tensor_field,https://en.wikipedia.org/wiki/Holomorphic_vector_bundle,A->B,metacademy,,en
Killing vector field,Holomorphic vector bundle,https://en.wikipedia.org/wiki/Killing_vector_field,https://en.wikipedia.org/wiki/Holomorphic_vector_bundle,A->B,metacademy,,en
Riemann curvature tensor,Holomorphic vector bundle,https://en.wikipedia.org/wiki/Riemann_curvature_tensor,https://en.wikipedia.org/wiki/Holomorphic_vector_bundle,A->B,metacademy,,en
Lie bracket of vector fields,Holomorphic vector bundle,https://en.wikipedia.org/wiki/Lie_bracket_of_vector_fields,https://en.wikipedia.org/wiki/Holomorphic_vector_bundle,A->B,metacademy,,en
Conjugate gradient method,Gradient,https://en.wikipedia.org/wiki/Conjugate_gradient_method,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Nonlinear conjugate gradient method,Gradient,https://en.wikipedia.org/wiki/Nonlinear_conjugate_gradient_method,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Biconjugate gradient method,Gradient,https://en.wikipedia.org/wiki/Biconjugate_gradient_method,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Finite difference,Gradient,https://en.wikipedia.org/wiki/Finite_difference,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Numerical Derivative,Gradient,https://en.wikipedia.org/wiki/Numerical_Derivative,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Conservative vector field,Gradient,https://en.wikipedia.org/wiki/Conservative_vector_field,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Beltrami vector field,Gradient,https://en.wikipedia.org/wiki/Beltrami_vector_field,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Complex lamellar vector field,Gradient,https://en.wikipedia.org/wiki/Complex_lamellar_vector_field,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Convex function,Gradient,https://en.wikipedia.org/wiki/Convex_function,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Concave function,Gradient,https://en.wikipedia.org/wiki/Concave_function,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Pseudoconvex function,Gradient,https://en.wikipedia.org/wiki/Pseudoconvex_function,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Closed convex function,Gradient,https://en.wikipedia.org/wiki/Closed_convex_function,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Convex_optimization,Gradient,https://en.wikipedia.org/wiki/Convex_optimization,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Biconvex_optimization,Gradient,https://en.wikipedia.org/wiki/Biconvex_optimization,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Nonlinear conjugate gradient method,Gradient,https://en.wikipedia.org/wiki/Nonlinear_conjugate_gradient_method,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Conjugate gradient method,Gradient,https://en.wikipedia.org/wiki/Conjugate_gradient_method,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Gradient descent,Gradient,https://en.wikipedia.org/wiki/Gradient_descent,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Stochastic gradient descent,Gradient,https://en.wikipedia.org/wiki/Stochastic_gradient_descent,https://en.wikipedia.org/wiki/Gradient,A->B,metacademy,,en
Cardinal (bird),Cardinality,https://en.wikipedia.org/wiki/Cardinal_(bird),https://en.wikipedia.org/wiki/Cardinality,A->B,metacademy,,en
Cardinal (Catholic Church),Cardinality,https://en.wikipedia.org/wiki/Cardinal_(Catholic_Church),https://en.wikipedia.org/wiki/Cardinality,A->B,metacademy,,en
Cardinal (bird),Infinity,https://en.wikipedia.org/wiki/Cardinal_(bird),https://en.wikipedia.org/wiki/Infinity,A->B,metacademy,,en
Cardinal (Catholic Church),Infinity,https://en.wikipedia.org/wiki/Cardinal_(Catholic_Church),https://en.wikipedia.org/wiki/Infinity,A->B,metacademy,,en
Minimum spanning tree,Graph (abstract data type),https://en.wikipedia.org/wiki/Minimum_spanning_tree,https://en.wikipedia.org/wiki/Graph_(abstract_data_type),A->B,metacademy,,en
Euclidean minimum spanning tree,Graph (abstract data type),https://en.wikipedia.org/wiki/Euclidean_minimum_spanning_tree,https://en.wikipedia.org/wiki/Graph_(abstract_data_type),A->B,metacademy,,en
Kruskal's algorithm,Graph (abstract data type),https://en.wikipedia.org/wiki/Kruskal%27s_algorithm,https://en.wikipedia.org/wiki/Graph_(abstract_data_type),A->B,metacademy,,en
K-minimum spanning tree,Graph (abstract data type),https://en.wikipedia.org/wiki/K-minimum_spanning_tree,https://en.wikipedia.org/wiki/Graph_(abstract_data_type),A->B,metacademy,,en
Topological sorting,Graph (abstract data type),https://en.wikipedia.org/wiki/Topological_sorting,https://en.wikipedia.org/wiki/Graph_(abstract_data_type),A->B,metacademy,,en
Breadth-first search,Graph (abstract data type),https://en.wikipedia.org/wiki/Breadth-first_search,https://en.wikipedia.org/wiki/Graph_(abstract_data_type),A->B,metacademy,,en
Depth-first search,Graph (abstract data type),https://en.wikipedia.org/wiki/Depth-first_search,https://en.wikipedia.org/wiki/Graph_(abstract_data_type),A->B,metacademy,,en
