A,B,linkA,linkB,prerequisites,source,domin,language
Data structure,Software engineering,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Software_engineering,A->B,RefD,computer science,en
Operating system,Distributed computing,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Distributed_computing,A->B,RefD,computer science,en
Algorithm,Programming language,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Programming_language,A->B,RefD,computer science,en
Data structure,System programming,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Systems_programming,A->B,RefD,computer science,en
Software engineering,Software project management,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Software_project_management,A->B,RefD,computer science,en
Microarchitecture,Computer architecture,https://en.wikipedia.org/wiki/Microarchitecture,https://en.wikipedia.org/wiki/Computer_architecture,A->B,RefD,computer science,en
Software engineering,Software development,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Software_development,A->B,RefD,computer science,en
Assembly language,System programming,https://en.wikipedia.org/wiki/Assembly_language,https://en.wikipedia.org/wiki/Systems_programming,A->B,RefD,computer science,en
System programming,Mobile application development,https://en.wikipedia.org/wiki/Systems_programming,https://en.wikipedia.org/wiki/Mobile_app_development,A->B,RefD,computer science,en
Algorithm,Social network analysis,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Social_network_analysis,A->B,RefD,computer science,en
Algorithm,Algorithm design,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Algorithm,A->B,RefD,computer science,en
Algorithm,Theory of computation,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Theory_of_computation,A->B,RefD,computer science,en
Algorithm,Artificial intelligence,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Artificial_intelligence,A->B,RefD,computer science,en
Algorithm,Database,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Database,A->B,RefD,computer science,en
Operating system,Computer security,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Computer_security,A->B,RefD,computer science,en
Operating system,Parallel_(geometry)_processing_(DSP_implementation),https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Parallel_(geometry)_processing,A->B,RefD,computer science,en
Software engineering,Computer-aided software engineering,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Computer-aided_software_engineering,A->B,RefD,computer science,en
System programming,Parallel_(geometry) computing,https://en.wikipedia.org/wiki/Systems_programming,https://en.wikipedia.org/wiki/Parallel_(geometry)_computing,A->B,RefD,computer science,en
Data structure,Data mining,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Data_mining,A->B,RefD,computer science,en
Algorithm,Distributed computing,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Distributed_computing,A->B,RefD,computer science,en
Algorithm,Translator (computing),https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Translator_(computing),A->B,RefD,computer science,en
Data structure,Computer graphics,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Computer_graphics,A->B,RefD,computer science,en
Assembly language,Wireless network,https://en.wikipedia.org/wiki/Assembly_language,https://en.wikipedia.org/wiki/Wireless_network,A->B,RefD,computer science,en
Programming language,Compiler construction,https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Compiler,A->B,RefD,computer science,en
Software engineering,Test automation,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Test_automation,A->B,RefD,computer science,en
Artificial intelligence,Knowledge management,https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Knowledge_management,A->B,RefD,computer science,en
Operating system,Computer network,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Computer_network,A->B,RefD,computer science,en
Microarchitecture,Wireless network,https://en.wikipedia.org/wiki/Microarchitecture,https://en.wikipedia.org/wiki/Wireless_network,A->B,RefD,computer science,en
Data structure,Database,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Database,A->B,RefD,computer science,en
Computer network,Network service,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Network_service,A->B,RefD,computer science,en
Software engineering,Object-oriented analysis and design,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Object-oriented_analysis_and_design,A->B,RefD,computer science,en
Database,Data warehouse,https://en.wikipedia.org/wiki/Database,https://en.wikipedia.org/wiki/Data_warehouse,A->B,RefD,computer science,en
Database,Data integration,https://en.wikipedia.org/wiki/Database,https://en.wikipedia.org/wiki/Data_integration,A->B,RefD,computer science,en
Computer network,Cloud computing,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Cloud_computing,A->B,RefD,computer science,en
Software engineering,Software metric,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Software_metric,A->B,RefD,computer science,en
Theory of computation,Game theory,https://en.wikipedia.org/wiki/Theory_of_computation,https://en.wikipedia.org/wiki/Game_theory,A->B,RefD,computer science,en
Algorithm,Information retrieval,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Information_retrieval,A->B,RefD,computer science,en
Software engineering,Software architecture,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Software_architecture,A->B,RefD,computer science,en
Assembly language,Computer architecture,https://en.wikipedia.org/wiki/Assembly_language,https://en.wikipedia.org/wiki/Computer_architecture,A->B,RefD,computer science,en
Software engineering,Software analytics,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Software_analytics,A->B,RefD,computer science,en
Data structure,Artificial intelligence,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Artificial_intelligence,A->B,RefD,computer science,en
Object-oriented programming,Modeling language,https://en.wikipedia.org/wiki/Object-oriented_programming,https://en.wikipedia.org/wiki/Modeling_language,A->B,RefD,computer science,en
Data structure,Algorithm,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Algorithm,A->B,RefD,computer science,en
Information retrieval,Knowledge management,https://en.wikipedia.org/wiki/Information_retrieval,https://en.wikipedia.org/wiki/Knowledge_management,A->B,RefD,computer science,en
System programming,Operating system,https://en.wikipedia.org/wiki/Systems_programming,https://en.wikipedia.org/wiki/Operating_system,A->B,RefD,computer science,en
Data structure,Object-oriented design,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Object-oriented_design,A->B,RefD,computer science,en
Algorithm,Analysis of algorithms,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Analysis_of_algorithms,A->B,RefD,computer science,en
Operating system,Cloud computing,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Cloud_computing,A->B,RefD,computer science,en
Translator (computing),Programming language,https://en.wikipedia.org/wiki/Translator_(computing),https://en.wikipedia.org/wiki/Programming_language,A->B,RefD,computer science,en
Operating system,Information security,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Information_security,A->B,RefD,computer science,en
Data structure,Translator (computing),https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Translator_(computing),A->B,RefD,computer science,en
Object-oriented programming,Object-oriented analysis and design,https://en.wikipedia.org/wiki/Object-oriented_programming,https://en.wikipedia.org/wiki/Object-oriented_analysis_and_design,A->B,RefD,computer science,en
Database,Knowledge management,https://en.wikipedia.org/wiki/Database,https://en.wikipedia.org/wiki/Knowledge_management,A->B,RefD,computer science,en
Operating system,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Computer_architecture,A->B,RefD,computer science,en
Algorithm,System programming,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Systems_programming,A->B,RefD,computer science,en
Information security,Computer security,https://en.wikipedia.org/wiki/Information_security,https://en.wikipedia.org/wiki/Computer_security,A->B,RefD,computer science,en
Artificial intelligence,Graphical model,https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Graphical_model,A->B,RefD,computer science,en
Data mining,Knowledge management,https://en.wikipedia.org/wiki/Data_mining,https://en.wikipedia.org/wiki/Knowledge_management,A->B,RefD,computer science,en
Software engineering,Software testing,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Software_testing,A->B,RefD,computer science,en
Data structure,Mobile application development,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Mobile_app_development,A->B,RefD,computer science,en
Software engineering,Modeling language,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Modeling_language,A->B,RefD,computer science,en
Object-oriented programming,Software development,https://en.wikipedia.org/wiki/Object-oriented_programming,https://en.wikipedia.org/wiki/Software_development,A->B,RefD,computer science,en
Object-oriented design,Object-oriented analysis and design,https://en.wikipedia.org/wiki/Object-oriented_design,https://en.wikipedia.org/wiki/Object-oriented_analysis_and_design,A->B,RefD,computer science,en
Object-oriented design,Modeling language,https://en.wikipedia.org/wiki/Object-oriented_design,https://en.wikipedia.org/wiki/Modeling_language,A->B,RefD,computer science,en
Translator (computing),Compiler construction,https://en.wikipedia.org/wiki/Translator_(computing),https://en.wikipedia.org/wiki/Compiler,A->B,RefD,computer science,en
Algorithm,Object-oriented design,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Object-oriented_design,A->B,RefD,computer science,en
Algorithm,Robotics,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Robotics,A->B,RefD,computer science,en
Operating system,Data-intensive computing,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Data-intensive_computing,A->B,RefD,computer science,en
Database,Information security,https://en.wikipedia.org/wiki/Database,https://en.wikipedia.org/wiki/Information_security,A->B,RefD,computer science,en
Object-oriented programming,Distributed object,https://en.wikipedia.org/wiki/Object-oriented_programming,https://en.wikipedia.org/wiki/Distributed_object,A->B,RefD,computer science,en
Algorithm,Mobile application development,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Mobile_app_development,A->B,RefD,computer science,en
Algorithm,Computational geometry,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Computational_geometry,A->B,RefD,computer science,en
Computer network,Broadband networks,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Broadband_networks,A->B,RefD,computer science,en
Computer network,Internet protocol suite,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Internet_protocol_suite,A->B,RefD,computer science,en
Computer network,Wireless network,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Wireless_network,A->B,RefD,computer science,en
Discrete mathematics,Programming language,https://en.wikipedia.org/wiki/Discrete_mathematics,https://en.wikipedia.org/wiki/Programming_language,A->B,RefD,computer science,en
Algorithm,Object-oriented programming,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Object-oriented_programming,A->B,RefD,computer science,en
System programming,Distributed computing,https://en.wikipedia.org/wiki/Systems_programming,https://en.wikipedia.org/wiki/Distributed_computing,A->B,RefD,computer science,en
Algorithm,Data mining,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Data_mining,A->B,RefD,computer science,en
Algorithm,Game theory,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Game_theory,A->B,RefD,computer science,en
Operating system,Parallel_(geometry) computing,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Parallel_(geometry)_computing,A->B,RefD,computer science,en
Algorithm,Cryptography,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Cryptography,A->B,RefD,computer science,en
Natural language processing,Computational linguistics,https://en.wikipedia.org/wiki/Natural_language_processing,https://en.wikipedia.org/wiki/Computational_linguistics,A->B,RefD,computer science,en
Object-oriented design,Software development,https://en.wikipedia.org/wiki/Object-oriented_design,https://en.wikipedia.org/wiki/Software_development,A->B,RefD,computer science,en
Algorithm,Machine learning,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Machine_learning,A->B,RefD,computer science,en
Database,Information management,https://en.wikipedia.org/wiki/Database,https://en.wikipedia.org/wiki/Information_management,A->B,RefD,computer science,en
Algorithm,Computer graphics,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Computer_graphics,A->B,RefD,computer science,en
Object-oriented programming,Object-oriented design,https://en.wikipedia.org/wiki/Object-oriented_programming,https://en.wikipedia.org/wiki/Object-oriented_design,A->B,RefD,computer science,en
Data structure,Programming language,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Programming_language,A->B,RefD,computer science,en
Distributed object,Computer graphics,https://en.wikipedia.org/wiki/Distributed_object,https://en.wikipedia.org/wiki/Computer_graphics,None,RefD,computer science,en
Theory of computation,Object-oriented programming,https://en.wikipedia.org/wiki/Theory_of_computation,https://en.wikipedia.org/wiki/Object-oriented_programming,None,RefD,computer science,en
Software project management,Translator (computing),https://en.wikipedia.org/wiki/Software_project_management,https://en.wikipedia.org/wiki/Translator_(computing),None,RefD,computer science,en
Translator (computing),Data warehouse,https://en.wikipedia.org/wiki/Translator_(computing),https://en.wikipedia.org/wiki/Data_warehouse,None,RefD,computer science,en
Distributed computing,Compiler construction,https://en.wikipedia.org/wiki/Distributed_computing,https://en.wikipedia.org/wiki/Compiler,None,RefD,computer science,en
Translator (computing),Parallel_(geometry) computing,https://en.wikipedia.org/wiki/Translator_(computing),https://en.wikipedia.org/wiki/Parallel_(geometry)_computing,None,RefD,computer science,en
Broadband networks,Test automation,https://en.wikipedia.org/wiki/Broadband_networks,https://en.wikipedia.org/wiki/Test_automation,None,RefD,computer science,en
Machine learning,Software analytics,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Software_analytics,None,RefD,computer science,en
Software engineering,Natural language processing,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Natural_language_processing,None,RefD,computer science,en
Computer security,Translator (computing),https://en.wikipedia.org/wiki/Computer_security,https://en.wikipedia.org/wiki/Translator_(computing),None,RefD,computer science,en
Distributed object,Algorithm,https://en.wikipedia.org/wiki/Distributed_object,https://en.wikipedia.org/wiki/Algorithm,None,RefD,computer science,en
Algorithm design,Knowledge management,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Knowledge_management,None,RefD,computer science,en
Software project management,Data-intensive computing,https://en.wikipedia.org/wiki/Software_project_management,https://en.wikipedia.org/wiki/Data-intensive_computing,None,RefD,computer science,en
Algorithm design,Computer architecture,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Computer_architecture,None,RefD,computer science,en
Algorithm,Robotics,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Robotics,None,RefD,computer science,en
Computer-aided software engineering,Computer network,https://en.wikipedia.org/wiki/Computer-aided_software_engineering,https://en.wikipedia.org/wiki/Computer_network,None,RefD,computer science,en
Computational geometry,Information security,https://en.wikipedia.org/wiki/Computational_geometry,https://en.wikipedia.org/wiki/Information_security,None,RefD,computer science,en
Discrete mathematics,Computer network,https://en.wikipedia.org/wiki/Discrete_mathematics,https://en.wikipedia.org/wiki/Computer_network,None,RefD,computer science,en
Algorithm design,Computer graphics,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Computer_graphics,None,RefD,computer science,en
Distributed object,Knowledge management,https://en.wikipedia.org/wiki/Distributed_object,https://en.wikipedia.org/wiki/Knowledge_management,None,RefD,computer science,en
Object-oriented analysis and design,Operating system,https://en.wikipedia.org/wiki/Object-oriented_analysis_and_design,https://en.wikipedia.org/wiki/Operating_system,None,RefD,computer science,en
Computer network,Data integration,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Data_integration,None,RefD,computer science,en
Software testing,Computer network,https://en.wikipedia.org/wiki/Software_testing,https://en.wikipedia.org/wiki/Computer_network,None,RefD,computer science,en
Algorithm design,Object-oriented analysis and design,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Object-oriented_analysis_and_design,None,RefD,computer science,en
Internet protocol suite,Network service,https://en.wikipedia.org/wiki/Internet_protocol_suite,https://en.wikipedia.org/wiki/Network_service,None,RefD,computer science,en
Compiler construction,Machine learning,https://en.wikipedia.org/wiki/Compiler,https://en.wikipedia.org/wiki/Machine_learning,None,RefD,computer science,en
Object-oriented analysis and design,Computer graphics,https://en.wikipedia.org/wiki/Object-oriented_analysis_and_design,https://en.wikipedia.org/wiki/Computer_graphics,None,RefD,computer science,en
Parallel computing,Data integration,https://en.wikipedia.org/wiki/Parallel_(geometry)_computing,https://en.wikipedia.org/wiki/Data_integration,None,RefD,computer science,en
Knowledge management,Software development,https://en.wikipedia.org/wiki/Knowledge_management,https://en.wikipedia.org/wiki/Software_development,None,RefD,computer science,en
Assembly language,Object-oriented analysis and design,https://en.wikipedia.org/wiki/Assembly_language,https://en.wikipedia.org/wiki/Object-oriented_analysis_and_design,None,RefD,computer science,en
Microarchitecture,Wireless network,https://en.wikipedia.org/wiki/Microarchitecture,https://en.wikipedia.org/wiki/Wireless_network,None,RefD,computer science,en
Software metric,Discrete mathematics,https://en.wikipedia.org/wiki/Software_metric,https://en.wikipedia.org/wiki/Discrete_mathematics,None,RefD,computer science,en
Cryptography,Computational linguistics,https://en.wikipedia.org/wiki/Cryptography,https://en.wikipedia.org/wiki/Computational_linguistics,None,RefD,computer science,en
Artificial intelligence,Distributed object,https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Distributed_object,None,RefD,computer science,en
Data-intensive computing,Software metric,https://en.wikipedia.org/wiki/Data-intensive_computing,https://en.wikipedia.org/wiki/Software_metric,None,RefD,computer science,en
Modeling language,Data warehouse,https://en.wikipedia.org/wiki/Modeling_language,https://en.wikipedia.org/wiki/Data_warehouse,None,RefD,computer science,en
Graphical model,Database,https://en.wikipedia.org/wiki/Graphical_model,https://en.wikipedia.org/wiki/Database,None,RefD,computer science,en
Cryptography,Information retrieval,https://en.wikipedia.org/wiki/Cryptography,https://en.wikipedia.org/wiki/Information_retrieval,None,RefD,computer science,en
Test automation,Data-intensive computing,https://en.wikipedia.org/wiki/Test_automation,https://en.wikipedia.org/wiki/Data-intensive_computing,None,RefD,computer science,en
Data integration,Software quality management,https://en.wikipedia.org/wiki/Data_integration,https://en.wikipedia.org/wiki/Software_quality_management,None,RefD,computer science,en
Discrete mathematics,Translator (computing),https://en.wikipedia.org/wiki/Discrete_mathematics,https://en.wikipedia.org/wiki/Translator_(computing),None,RefD,computer science,en
Software engineering,Microarchitecture,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Microarchitecture,None,RefD,computer science,en
System programming,Parallel_(geometry)_processing_(DSP_implementation),https://en.wikipedia.org/wiki/Systems_programming,https://en.wikipedia.org/wiki/Parallel_(geometry)_processing,None,RefD,computer science,en
Computer security,Network security,https://en.wikipedia.org/wiki/Computer_security,https://en.wikipedia.org/wiki/Network_security,None,RefD,computer science,en
Algorithm,Compiler construction,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Compiler,None,RefD,computer science,en
Theory of computation,Software analytics,https://en.wikipedia.org/wiki/Theory_of_computation,https://en.wikipedia.org/wiki/Software_analytics,None,RefD,computer science,en
Computer security,Theory of computation,https://en.wikipedia.org/wiki/Computer_security,https://en.wikipedia.org/wiki/Theory_of_computation,None,RefD,computer science,en
Software quality management,Computer graphics,https://en.wikipedia.org/wiki/Software_quality_management,https://en.wikipedia.org/wiki/Computer_graphics,None,RefD,computer science,en
Software development,Software quality management,https://en.wikipedia.org/wiki/Software_development,https://en.wikipedia.org/wiki/Software_quality_management,None,RefD,computer science,en
Machine learning,Software quality management,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Software_quality_management,None,RefD,computer science,en
Translator (computing),Mobile application development,https://en.wikipedia.org/wiki/Translator_(computing),https://en.wikipedia.org/wiki/Mobile_app_development,None,RefD,computer science,en
Computational geometry,Computer architecture,https://en.wikipedia.org/wiki/Computational_geometry,https://en.wikipedia.org/wiki/Computer_architecture,None,RefD,computer science,en
Software project management,Modeling language,https://en.wikipedia.org/wiki/Software_project_management,https://en.wikipedia.org/wiki/Modeling_language,None,RefD,computer science,en
Knowledge management,Software engineering,https://en.wikipedia.org/wiki/Knowledge_management,https://en.wikipedia.org/wiki/Software_engineering,None,RefD,computer science,en
Wireless network,Operating system,https://en.wikipedia.org/wiki/Wireless_network,https://en.wikipedia.org/wiki/Operating_system,None,RefD,computer science,en
Computational geometry,Computational linguistics,https://en.wikipedia.org/wiki/Computational_geometry,https://en.wikipedia.org/wiki/Computational_linguistics,None,RefD,computer science,en
Microarchitecture,Object-oriented programming,https://en.wikipedia.org/wiki/Microarchitecture,https://en.wikipedia.org/wiki/Object-oriented_programming,None,RefD,computer science,en
Computer security,Object-oriented programming,https://en.wikipedia.org/wiki/Computer_security,https://en.wikipedia.org/wiki/Object-oriented_programming,None,RefD,computer science,en
Translator (computing),Theory of computation,https://en.wikipedia.org/wiki/Translator_(computing),https://en.wikipedia.org/wiki/Theory_of_computation,None,RefD,computer science,en
Distributed object,Software engineering,https://en.wikipedia.org/wiki/Distributed_object,https://en.wikipedia.org/wiki/Software_engineering,None,RefD,computer science,en
Analysis of algorithms,Software quality management,https://en.wikipedia.org/wiki/Analysis_of_algorithms,https://en.wikipedia.org/wiki/Software_quality_management,None,RefD,computer science,en
Database,Computer vision,https://en.wikipedia.org/wiki/Database,https://en.wikipedia.org/wiki/Computer_vision,None,RefD,computer science,en
Software project management,Cloud computing,https://en.wikipedia.org/wiki/Software_project_management,https://en.wikipedia.org/wiki/Cloud_computing,None,RefD,computer science,en
Computer vision,Internet protocol suite,https://en.wikipedia.org/wiki/Computer_vision,https://en.wikipedia.org/wiki/Internet_protocol_suite,None,RefD,computer science,en
Distributed object,Software quality management,https://en.wikipedia.org/wiki/Distributed_object,https://en.wikipedia.org/wiki/Software_quality_management,None,RefD,computer science,en
Algorithm design,Information management,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Information_management,None,RefD,computer science,en
Combinatorial optimization,Object-oriented analysis and design,https://en.wikipedia.org/wiki/Combinatorial_optimization,https://en.wikipedia.org/wiki/Object-oriented_analysis_and_design,None,RefD,computer science,en
Modeling language,Information management,https://en.wikipedia.org/wiki/Modeling_language,https://en.wikipedia.org/wiki/Information_management,None,RefD,computer science,en
Wireless network,Computational linguistics,https://en.wikipedia.org/wiki/Wireless_network,https://en.wikipedia.org/wiki/Computational_linguistics,None,RefD,computer science,en
Computer-aided software engineering,Graphical model,https://en.wikipedia.org/wiki/Computer-aided_software_engineering,https://en.wikipedia.org/wiki/Graphical_model,None,RefD,computer science,en
Microarchitecture,Computer security,https://en.wikipedia.org/wiki/Microarchitecture,https://en.wikipedia.org/wiki/Computer_security,None,RefD,computer science,en
Assembly language,Information management,https://en.wikipedia.org/wiki/Assembly_language,https://en.wikipedia.org/wiki/Information_management,None,RefD,computer science,en
Mobile application development,Combinatorial optimization,https://en.wikipedia.org/wiki/Mobile_app_development,https://en.wikipedia.org/wiki/Combinatorial_optimization,None,RefD,computer science,en
Cloud computing,Natural language processing,https://en.wikipedia.org/wiki/Cloud_computing,https://en.wikipedia.org/wiki/Natural_language_processing,None,RefD,computer science,en
Parallel computing,Computer security,https://en.wikipedia.org/wiki/Parallel_(geometry)_computing,https://en.wikipedia.org/wiki/Computer_security,None,RefD,computer science,en
Cloud computing,Software analytics,https://en.wikipedia.org/wiki/Cloud_computing,https://en.wikipedia.org/wiki/Software_analytics,None,RefD,computer science,en
Discrete mathematics,Software metric,https://en.wikipedia.org/wiki/Discrete_mathematics,https://en.wikipedia.org/wiki/Software_metric,None,RefD,computer science,en
Software analytics,Data-intensive computing,https://en.wikipedia.org/wiki/Software_analytics,https://en.wikipedia.org/wiki/Data-intensive_computing,None,RefD,computer science,en
Software quality management,Social network analysis,https://en.wikipedia.org/wiki/Software_quality_management,https://en.wikipedia.org/wiki/Social_network_analysis,None,RefD,computer science,en
Parallel processing,Computer security,https://en.wikipedia.org/wiki/Parallel_(geometry)_processing,https://en.wikipedia.org/wiki/Computer_security,None,RefD,computer science,en
Computer-aided software engineering,Software analytics,https://en.wikipedia.org/wiki/Computer-aided_software_engineering,https://en.wikipedia.org/wiki/Software_analytics,None,RefD,computer science,en
Wireless network,Computer-aided software engineering,https://en.wikipedia.org/wiki/Wireless_network,https://en.wikipedia.org/wiki/Computer-aided_software_engineering,None,RefD,computer science,en
