A,B,linkA,linkB,prerequisites,source,domin,language
Abstract data type,String (computer science),https://en.wikipedia.org/wiki/Abstract_data_type,https://en.wikipedia.org/wiki/String_(computer_science),None,University course,,en
Programming language,Type system,https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Type_system,A->B,University course,,en
Functional programming,C (programming language),https://en.wikipedia.org/wiki/Functional_programming,https://en.wikipedia.org/wiki/C_(programming_language),None,University course,,en
Programming language,Variable (computer science),https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Variable_(computer_science),A->B,University course,,en
Logic,Computer programming,https://en.wikipedia.org/wiki/Logic,https://en.wikipedia.org/wiki/Computer_programming,A->B,University course,,en
Modular arithmetic,Introduction to Algorithms,https://en.wikipedia.org/wiki/Modular_arithmetic,https://en.wikipedia.org/wiki/Introduction_to_Algorithms,None,University course,,en
Microprocessor,Power management,https://en.wikipedia.org/wiki/Microprocessor,https://en.wikipedia.org/wiki/Power_management,None,University course,,en
Computer network,Robotics,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Robotics,None,University course,,en
Robotics,Image analysis,https://en.wikipedia.org/wiki/Robotics,https://en.wikipedia.org/wiki/Image_analysis,None,University course,,en
Operating system,Distributed computing,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Distributed_computing,A->B,University course,,en
Functional programming,Monad (functional programming),https://en.wikipedia.org/wiki/Functional_programming,https://en.wikipedia.org/wiki/Monad_(functional_programming),A->B,University course,,en
Recursion,First-order logic,https://en.wikipedia.org/wiki/Recursion,https://en.wikipedia.org/wiki/First-order_logic,A->B,University course,,en
Formal grammar,Lexical analysis,https://en.wikipedia.org/wiki/Formal_grammar,https://en.wikipedia.org/wiki/Lexical_analysis,A->B,University course,,en
Mathematics,Algorithm,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Algorithm,A->B,University course,,en
Information theory,Database,https://en.wikipedia.org/wiki/Information_theory,https://en.wikipedia.org/wiki/Database,None,University course,,en
Theory of computation,Computation,https://en.wikipedia.org/wiki/Theory_of_computation,https://en.wikipedia.org/wiki/Computation,None,University course,,en
Software design,Programming language,https://en.wikipedia.org/wiki/Software_design,https://en.wikipedia.org/wiki/Programming_language,None,University course,,en
Mathematics,Tensor,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Tensor,A->B,University course,,en
Computational complexity theory,Game theory,https://en.wikipedia.org/wiki/Computational_complexity_theory,https://en.wikipedia.org/wiki/Game_theory,None,University course,,en
Generic programming,Computer programming,https://en.wikipedia.org/wiki/Generic_programming,https://en.wikipedia.org/wiki/Computer_programming,None,University course,,en
Combinatorial optimization,Mathematical optimization,https://en.wikipedia.org/wiki/Combinatorial_optimization,https://en.wikipedia.org/wiki/Mathematical_optimization,None,University course,,en
Programming language,Computer science,https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Computer_science,None,University course,,en
Compiler,Formal grammar,https://en.wikipedia.org/wiki/Compiler,https://en.wikipedia.org/wiki/Formal_grammar,None,University course,,en
Lisp (programming language),Computer science,https://en.wikipedia.org/wiki/Lisp_(programming_language),https://en.wikipedia.org/wiki/Computer_science,None,University course,,en
Propositional calculus,Graph (abstract data type),https://en.wikipedia.org/wiki/Propositional_calculus,https://en.wikipedia.org/wiki/Graph_(abstract_data_type),None,University course,,en
Algebra,Probability theory,https://en.wikipedia.org/wiki/Algebra,https://en.wikipedia.org/wiki/Probability_theory,A->B,University course,,en
Processor register,CPU cache,https://en.wikipedia.org/wiki/Processor_register,https://en.wikipedia.org/wiki/CPU_cache,None,University course,,en
Graph theory,Compiler,https://en.wikipedia.org/wiki/Graph_theory,https://en.wikipedia.org/wiki/Compiler,None,University course,,en
Probability theory,Randomness,https://en.wikipedia.org/wiki/Probability_theory,https://en.wikipedia.org/wiki/Randomness,None,University course,,en
Computer multitasking,Deadlock,https://en.wikipedia.org/wiki/Computer_multitasking,https://en.wikipedia.org/wiki/Deadlock,A->B,University course,,en
Unix,Input/output,https://en.wikipedia.org/wiki/Unix,https://en.wikipedia.org/wiki/Input/output,None,University course,,en
Computer,Graphical user interface,https://en.wikipedia.org/wiki/Computer,https://en.wikipedia.org/wiki/Graphical_user_interface,A->B,University course,,en
MATLAB,Digital image processing,https://en.wikipedia.org/wiki/MATLAB,https://en.wikipedia.org/wiki/Digital_image_processing,None,University course,,en
Computer science,Computing,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Computing,None,University course,,en
Algorithm,Profiling (computer programming),https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Profiling_(computer_programming),A->B,University course,,en
Algorithm,Complexity class,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Complexity_class,A->B,University course,,en
Runtime (program lifecycle phase),Programming language,https://en.wikipedia.org/wiki/Runtime_(program_lifecycle_phase),https://en.wikipedia.org/wiki/Programming_language,None,University course,,en
Computer programming,Relational database,https://en.wikipedia.org/wiki/Computer_programming,https://en.wikipedia.org/wiki/Relational_database,A->B,University course,,en
Software design,Software development,https://en.wikipedia.org/wiki/Software_design,https://en.wikipedia.org/wiki/Software_development,A->B,University course,,en
Problem solving,Medicine,https://en.wikipedia.org/wiki/Problem_solving,https://en.wikipedia.org/wiki/Medicine,None,University course,,en
Complexity,Computational complexity theory,https://en.wikipedia.org/wiki/Complexity,https://en.wikipedia.org/wiki/Computational_complexity_theory,A->B,University course,,en
Data,Statistical inference,https://en.wikipedia.org/wiki/Data,https://en.wikipedia.org/wiki/Statistical_inference,A->B,University course,,en
Artificial intelligence,Computer graphics,https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Computer_graphics,None,University course,,en
Game theory,Probability theory,https://en.wikipedia.org/wiki/Game_theory,https://en.wikipedia.org/wiki/Probability_theory,None,University course,,en
Markov chain,Martingale (probability theory),https://en.wikipedia.org/wiki/Markov_chain,https://en.wikipedia.org/wiki/Martingale_(probability_theory),A->B,University course,,en
Data structure,Data type,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Data_type,None,University course,,en
Abstract data type,Object-oriented programming,https://en.wikipedia.org/wiki/Abstract_data_type,https://en.wikipedia.org/wiki/Object-oriented_programming,A->B,University course,,en
Digital electronics,Arithmetic logic unit,https://en.wikipedia.org/wiki/Digital_electronics,https://en.wikipedia.org/wiki/Arithmetic_logic_unit,A->B,University course,,en
Artificial intelligence,Data mining,https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Data_mining,A->B,University course,,en
Numerical analysis,Functional programming,https://en.wikipedia.org/wiki/Numerical_analysis,https://en.wikipedia.org/wiki/Functional_programming,None,University course,,en
Analysis of algorithms,Bioinformatics,https://en.wikipedia.org/wiki/Analysis_of_algorithms,https://en.wikipedia.org/wiki/Bioinformatics,A->B,University course,,en
Computer,Unix,https://en.wikipedia.org/wiki/Computer,https://en.wikipedia.org/wiki/Unix,A->B,University course,,en
Communication,Communication protocol,https://en.wikipedia.org/wiki/Communication,https://en.wikipedia.org/wiki/Communication_protocol,A->B,University course,,en
Theory of computation,Algorithm,https://en.wikipedia.org/wiki/Theory_of_computation,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Logic programming,Programming language,https://en.wikipedia.org/wiki/Logic_programming,https://en.wikipedia.org/wiki/Programming_language,None,University course,,en
Abstraction (computer science),Computer programming,https://en.wikipedia.org/wiki/Abstraction_(computer_science),https://en.wikipedia.org/wiki/Computer_programming,None,University course,,en
Pushdown automaton,Computer science,https://en.wikipedia.org/wiki/Pushdown_automaton,https://en.wikipedia.org/wiki/Computer_science,None,University course,,en
Robot,Robotics,https://en.wikipedia.org/wiki/Robot,https://en.wikipedia.org/wiki/Robotics,A->B,University course,,en
Computer architecture,Pipeline (computing),https://en.wikipedia.org/wiki/Computer_architecture,https://en.wikipedia.org/wiki/Pipeline_(computing),None,University course,,en
Programming language,Debugging,https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Debugging,None,University course,,en
Analysis of algorithms,Computer,https://en.wikipedia.org/wiki/Analysis_of_algorithms,https://en.wikipedia.org/wiki/Computer,None,University course,,en
Numerical analysis,Data structure,https://en.wikipedia.org/wiki/Numerical_analysis,https://en.wikipedia.org/wiki/Data_structure,None,University course,,en
Mathematics,Computer security,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Computer_security,A->B,University course,,en
Signal processing,Fourier analysis,https://en.wikipedia.org/wiki/Signal_processing,https://en.wikipedia.org/wiki/Fourier_analysis,None,University course,,en
Computational geometry,Computer,https://en.wikipedia.org/wiki/Computational_geometry,https://en.wikipedia.org/wiki/Computer,None,University course,,en
Shortest path problem,Dynamic_programming,https://en.wikipedia.org/wiki/Shortest_path_problem,https://en.wikipedia.org/wiki/Dynamic_programming,None,University course,,en
Computer,Multimedia,https://en.wikipedia.org/wiki/Computer,https://en.wikipedia.org/wiki/Multimedia,None,University course,,en
Computer,Computing,https://en.wikipedia.org/wiki/Computer,https://en.wikipedia.org/wiki/Computing,None,University course,,en
Shared memory,Cache coherence,https://en.wikipedia.org/wiki/Shared_memory,https://en.wikipedia.org/wiki/Cache_coherence,A->B,University course,,en
Finite-state machine,Parsing,https://en.wikipedia.org/wiki/Finite-state_machine,https://en.wikipedia.org/wiki/Parsing,A->B,University course,,en
Relational algebra,Relational database,https://en.wikipedia.org/wiki/Relational_algebra,https://en.wikipedia.org/wiki/Relational_database,A->B,University course,,en
Computational complexity theory,Natural language processing,https://en.wikipedia.org/wiki/Computational_complexity_theory,https://en.wikipedia.org/wiki/Natural_language_processing,None,University course,,en
Computer graphics,Graphics processing unit,https://en.wikipedia.org/wiki/Computer_graphics,https://en.wikipedia.org/wiki/Graphics_processing_unit,A->B,University course,,en
Recursion,Mathematics,https://en.wikipedia.org/wiki/Recursion,https://en.wikipedia.org/wiki/Mathematics,None,University course,,en
Python (programming language),Programming language,https://en.wikipedia.org/wiki/Python_(programming_language),https://en.wikipedia.org/wiki/Programming_language,None,University course,,en
Programming language,Structured programming,https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Structured_programming,A->B,University course,,en
Perl,Programming language,https://en.wikipedia.org/wiki/Perl,https://en.wikipedia.org/wiki/Programming_language,None,University course,,en
Authentication,Malware,https://en.wikipedia.org/wiki/Authentication,https://en.wikipedia.org/wiki/Malware,A->B,University course,,en
Digital signature,Cryptanalysis,https://en.wikipedia.org/wiki/Digital_signature,https://en.wikipedia.org/wiki/Cryptanalysis,None,University course,,en
Microprocessor,High-level programming language,https://en.wikipedia.org/wiki/Microprocessor,https://en.wikipedia.org/wiki/High-level_programming_language,None,University course,,en
Database,Relational model,https://en.wikipedia.org/wiki/Database,https://en.wikipedia.org/wiki/Relational_model,A->B,University course,,en
Kinematics,Mechanical engineering,https://en.wikipedia.org/wiki/Kinematics,https://en.wikipedia.org/wiki/Mechanical_engineering,None,University course,,en
Algebra,Computer programming,https://en.wikipedia.org/wiki/Algebra,https://en.wikipedia.org/wiki/Computer_programming,None,University course,,en
Relational database,Information extraction,https://en.wikipedia.org/wiki/Relational_database,https://en.wikipedia.org/wiki/Information_extraction,None,University course,,en
Computer architecture,Compiler,https://en.wikipedia.org/wiki/Computer_architecture,https://en.wikipedia.org/wiki/Compiler,A->B,University course,,en
Database,Atomicity (database systems),https://en.wikipedia.org/wiki/Database,https://en.wikipedia.org/wiki/Atomicity_(database_systems),A->B,University course,,en
Sentiment analysis,Natural language processing,https://en.wikipedia.org/wiki/Sentiment_analysis,https://en.wikipedia.org/wiki/Natural_language_processing,None,University course,,en
Vector processor,Cache coherence,https://en.wikipedia.org/wiki/Vector_processor,https://en.wikipedia.org/wiki/Cache_coherence,None,University course,,en
String (computer science),Java (programming language),https://en.wikipedia.org/wiki/String_(computer_science),https://en.wikipedia.org/wiki/Java_(programming_language),None,University course,,en
Computer programming,Bioinformatics,https://en.wikipedia.org/wiki/Computer_programming,https://en.wikipedia.org/wiki/Bioinformatics,A->B,University course,,en
Dynamic_programming,String (computer science),https://en.wikipedia.org/wiki/Dynamic_programming,https://en.wikipedia.org/wiki/String_(computer_science),None,University course,,en
Markov chain,Machine learning,https://en.wikipedia.org/wiki/Markov_chain,https://en.wikipedia.org/wiki/Machine_learning,A->B,University course,,en
Mathematics,Algebra,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Algebra,A->B,University course,,en
Logic programming,Database,https://en.wikipedia.org/wiki/Logic_programming,https://en.wikipedia.org/wiki/Database,None,University course,,en
Java (programming language),Computing,https://en.wikipedia.org/wiki/Java_(programming_language),https://en.wikipedia.org/wiki/Computing,None,University course,,en
Data structure,B-tree,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/B-tree,A->B,University course,,en
Computer programming,Functional programming,https://en.wikipedia.org/wiki/Computer_programming,https://en.wikipedia.org/wiki/Functional_programming,A->B,University course,,en
Statistical hypothesis testing,Data,https://en.wikipedia.org/wiki/Statistical_hypothesis_testing,https://en.wikipedia.org/wiki/Data,None,University course,,en
Turing machine,Halting problem,https://en.wikipedia.org/wiki/Turing_machine,https://en.wikipedia.org/wiki/Halting_problem,A->B,University course,,en
Computational geometry,Numerical analysis,https://en.wikipedia.org/wiki/Computational_geometry,https://en.wikipedia.org/wiki/Numerical_analysis,None,University course,,en
Expected value,PageRank,https://en.wikipedia.org/wiki/Expected_value,https://en.wikipedia.org/wiki/PageRank,A->B,University course,,en
Computer science,Computer network,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Computer_network,A->B,University course,,en
"Best, worst and average case",String (computer science),"https://en.wikipedia.org/wiki/Best,_worst_and_average_case",https://en.wikipedia.org/wiki/String_(computer_science),None,University course,,en
Game theory,Randomness,https://en.wikipedia.org/wiki/Game_theory,https://en.wikipedia.org/wiki/Randomness,None,University course,,en
Operating system,Concurrency (computer science),https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Concurrency_(computer_science),A->B,University course,,en
Concurrency (computer science),Formal methods,https://en.wikipedia.org/wiki/Concurrency_(computer_science),https://en.wikipedia.org/wiki/Formal_methods,None,University course,,en
Iterative method,Algorithm,https://en.wikipedia.org/wiki/Iterative_method,https://en.wikipedia.org/wiki/Algorithm,A->B,University course,,en
Natural language,Linguistics,https://en.wikipedia.org/wiki/Natural_language,https://en.wikipedia.org/wiki/Linguistics,None,University course,,en
Sequence alignment,Linguistics,https://en.wikipedia.org/wiki/Sequence_alignment,https://en.wikipedia.org/wiki/Linguistics,None,University course,,en
C (programming language),Imperative programming,https://en.wikipedia.org/wiki/C_(programming_language),https://en.wikipedia.org/wiki/Imperative_programming,None,University course,,en
Algorithm,Data structure,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Data_structure,None,University course,,en
Regular language,Compiler,https://en.wikipedia.org/wiki/Regular_language,https://en.wikipedia.org/wiki/Compiler,None,University course,,en
Undecidable problem,Algorithm,https://en.wikipedia.org/wiki/Undecidable_problem,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Computational complexity theory,Programming paradigm,https://en.wikipedia.org/wiki/Computational_complexity_theory,https://en.wikipedia.org/wiki/Programming_paradigm,None,University course,,en
Communication protocol,Computer security,https://en.wikipedia.org/wiki/Communication_protocol,https://en.wikipedia.org/wiki/Computer_security,None,University course,,en
Numerical analysis,Round-off error,https://en.wikipedia.org/wiki/Numerical_analysis,https://en.wikipedia.org/wiki/Round-off_error,A->B,University course,,en
Computer architecture,Information theory,https://en.wikipedia.org/wiki/Computer_architecture,https://en.wikipedia.org/wiki/Information_theory,None,University course,,en
Thread (computing),Multi-core processor,https://en.wikipedia.org/wiki/Thread_(computing),https://en.wikipedia.org/wiki/Multi-core_processor,A->B,University course,,en
Computer programming,Software engineering,https://en.wikipedia.org/wiki/Computer_programming,https://en.wikipedia.org/wiki/Software_engineering,A->B,University course,,en
Computer science,Probabilistic method,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Probabilistic_method,None,University course,,en
Knowledge representation and reasoning,Artificial intelligence,https://en.wikipedia.org/wiki/Knowledge_representation_and_reasoning,https://en.wikipedia.org/wiki/Artificial_intelligence,None,University course,,en
Probability theory,Large deviations theory,https://en.wikipedia.org/wiki/Probability_theory,https://en.wikipedia.org/wiki/Large_deviations_theory,A->B,University course,,en
Communication,Data model,https://en.wikipedia.org/wiki/Communication,https://en.wikipedia.org/wiki/Data_model,None,University course,,en
Natural language,Machine learning,https://en.wikipedia.org/wiki/Natural_language,https://en.wikipedia.org/wiki/Machine_learning,None,University course,,en
Software design,Computational chemistry,https://en.wikipedia.org/wiki/Software_design,https://en.wikipedia.org/wiki/Computational_chemistry,None,University course,,en
Algorithm,Monte Carlo method,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Monte_Carlo_method,A->B,University course,,en
Automata theory,Parallel_(geometry) computing,https://en.wikipedia.org/wiki/Automata_theory,https://en.wikipedia.org/wiki/Parallel_(geometry)_computing,None,University course,,en
Software fault tolerance,Architecture,https://en.wikipedia.org/wiki/Software_fault_tolerance,https://en.wikipedia.org/wiki/Architecture,None,University course,,en
Computer programming,Computer science,https://en.wikipedia.org/wiki/Computer_programming,https://en.wikipedia.org/wiki/Computer_science,None,University course,,en
Algorithm,Computer vision,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Computer_vision,A->B,University course,,en
Floating-point arithmetic,Parametric oscillator,https://en.wikipedia.org/wiki/Floating-point_arithmetic,https://en.wikipedia.org/wiki/Parametric_oscillator,None,University course,,en
Cryptography,Randomized algorithm,https://en.wikipedia.org/wiki/Cryptography,https://en.wikipedia.org/wiki/Randomized_algorithm,None,University course,,en
Database Normalization_(statistics),Query optimization,https://en.wikipedia.org/wiki/Database_Normalization_(statistics),https://en.wikipedia.org/wiki/Query_optimization,None,University course,,en
Conditional probability,Bayesian probability,https://en.wikipedia.org/wiki/Conditional_probability,https://en.wikipedia.org/wiki/Bayesian_probability,A->B,University course,,en
Computer science,Computer programming,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Computer_programming,A->B,University course,,en
Computer science,Computer graphics,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Computer_graphics,A->B,University course,,en
Computer science,Computational geometry,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Computational_geometry,A->B,University course,,en
Problem solving,Mathematics,https://en.wikipedia.org/wiki/Problem_solving,https://en.wikipedia.org/wiki/Mathematics,None,University course,,en
Algorithm,Geometric modeling,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Geometric_modeling,A->B,University course,,en
Programming language,Semantics,https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Semantics,None,University course,,en
Database transaction,Transaction processing,https://en.wikipedia.org/wiki/Database_transaction,https://en.wikipedia.org/wiki/Transaction_processing,None,University course,,en
Multimodal interaction,Human每computer interaction,https://en.wikipedia.org/wiki/Multimodal_interaction,https://en.wikipedia.org/wiki/Human%E2%80%93computer_interaction,None,University course,,en
Scientific visualization,Computer graphics,https://en.wikipedia.org/wiki/Scientific_visualization,https://en.wikipedia.org/wiki/Computer_graphics,None,University course,,en
Stack (abstract data type),Array data structure,https://en.wikipedia.org/wiki/Stack_(abstract_data_type),https://en.wikipedia.org/wiki/Array_data_structure,None,University course,,en
Geometry,Computer vision,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Computer_vision,A->B,University course,,en
Probability,Complexity,https://en.wikipedia.org/wiki/Probability,https://en.wikipedia.org/wiki/Complexity,None,University course,,en
Matrix (mathematics),Geometry,https://en.wikipedia.org/wiki/Matrix_(mathematics),https://en.wikipedia.org/wiki/Geometry,A->B,University course,,en
Computer graphics,Visualization (graphics),https://en.wikipedia.org/wiki/Computer_graphics,https://en.wikipedia.org/wiki/Visualization_(graphics),A->B,University course,,en
Generic programming,Algorithm,https://en.wikipedia.org/wiki/Generic_programming,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Parallel_(geometry) computing,Shared memory,https://en.wikipedia.org/wiki/Parallel_(geometry)_computing,https://en.wikipedia.org/wiki/Shared_memory,None,University course,,en
Operating system,Embedded system,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Embedded_system,A->B,University course,,en
Machine learning,Algorithm,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Random variable,Graphical model,https://en.wikipedia.org/wiki/Random_variable,https://en.wikipedia.org/wiki/Graphical_model,A->B,University course,,en
Computational chemistry,Computer graphics,https://en.wikipedia.org/wiki/Computational_chemistry,https://en.wikipedia.org/wiki/Computer_graphics,None,University course,,en
Support vector machine,Algorithm,https://en.wikipedia.org/wiki/Support-vector_machine,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Computational chemistry,SQL,https://en.wikipedia.org/wiki/Computational_chemistry,https://en.wikipedia.org/wiki/SQL,None,University course,,en
Object-oriented programming,Knowledge representation and reasoning,https://en.wikipedia.org/wiki/Object-oriented_programming,https://en.wikipedia.org/wiki/Knowledge_representation_and_reasoning,None,University course,,en
Stack (abstract data type),Processor register,https://en.wikipedia.org/wiki/Stack_(abstract_data_type),https://en.wikipedia.org/wiki/Processor_register,A->B,University course,,en
Analysis of algorithms,Turing machine,https://en.wikipedia.org/wiki/Analysis_of_algorithms,https://en.wikipedia.org/wiki/Turing_machine,None,University course,,en
Procedural programming,Prolog,https://en.wikipedia.org/wiki/Procedural_programming,https://en.wikipedia.org/wiki/Prolog,None,University course,,en
Computer multitasking,Kernel (operating system),https://en.wikipedia.org/wiki/Computer_multitasking,https://en.wikipedia.org/wiki/Kernel_(operating_system),None,University course,,en
Logic,Algorithm,https://en.wikipedia.org/wiki/Logic,https://en.wikipedia.org/wiki/Algorithm,A->B,University course,,en
Theoretical computer science,Mathematics,https://en.wikipedia.org/wiki/Theoretical_computer_science,https://en.wikipedia.org/wiki/Mathematics,None,University course,,en
Computer programming,Data structure,https://en.wikipedia.org/wiki/Computer_programming,https://en.wikipedia.org/wiki/Data_structure,None,University course,,en
Machine learning,Data analysis,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Data_analysis,None,University course,,en
Computer programming,String (computer science),https://en.wikipedia.org/wiki/Computer_programming,https://en.wikipedia.org/wiki/String_(computer_science),A->B,University course,,en
Functional programming,Computer programming,https://en.wikipedia.org/wiki/Functional_programming,https://en.wikipedia.org/wiki/Computer_programming,None,University course,,en
Algorithm,Introduction to Algorithms,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Introduction_to_Algorithms,None,University course,,en
Control flow,Scope (computer science),https://en.wikipedia.org/wiki/Control_flow,https://en.wikipedia.org/wiki/Scope_(computer_science),None,University course,,en
Software engineering,Algorithm,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Game theory,Computer science,https://en.wikipedia.org/wiki/Game_theory,https://en.wikipedia.org/wiki/Computer_science,None,University course,,en
