视频A顺序,视频B顺序,投票结果,视频A标题,视频B标题,视频A网站,视频B网站
1,28,0,welcome and introduction to module 1,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits
1,30,0,welcome and introduction to module 1,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity
1,38,0,welcome and introduction to module 1,sign diagrams,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/mZV4W/sign-diagrams
1,41,0,welcome and introduction to module 1,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching
1,42,0,welcome and introduction to module 1,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule
1,45,0,welcome and introduction to module 1,applications of the product rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zqKnl/applications-of-the-product-rule
1,48,0,welcome and introduction to module 1,optimisation,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/YnG2t/optimisation
1,49,0,welcome and introduction to module 1,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test
1,52,0,welcome and introduction to module 1,areas bounded by curves,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/g5SNw/areas-bounded-by-curves
1,53,0,welcome and introduction to module 1,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals
1,54,0,welcome and introduction to module 1,the fundamental theorem of calculus and indefinite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/WX1hh/the-fundamental-theorem-of-calculus-and-indefinite-integrals
1,57,0,welcome and introduction to module 1,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1
1,58,0,welcome and introduction to module 1,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2
1,62,0,welcome and introduction to module 1,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2
1,63,0,welcome and introduction to module 1,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/Gdeb1/welcome-and-introduction-to-module-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket
2,4,1,real line decimals and significant figures,algebraic expressions surds and approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations
2,8,1,real line decimals and significant figures,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems
2,11,0,real line decimals and significant figures,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2
2,16,0,real line decimals and significant figures,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions
2,21,1,real line decimals and significant figures,sine cosine and tangent,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/ymKdB/sine-cosine-and-tangent
2,22,1,real line decimals and significant figures,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry
2,24,0,real line decimals and significant figures,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3
2,25,1,real line decimals and significant figures,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change
2,26,1,real line decimals and significant figures,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration
2,27,0,real line decimals and significant figures,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants
2,28,0,real line decimals and significant figures,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits
2,29,1,real line decimals and significant figures,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws
2,30,1,real line decimals and significant figures,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity
2,31,1,real line decimals and significant figures,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit
2,36,0,real line decimals and significant figures,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4
2,41,0,real line decimals and significant figures,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching
2,42,0,real line decimals and significant figures,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule
2,49,0,real line decimals and significant figures,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test
2,53,0,real line decimals and significant figures,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals
2,57,0,real line decimals and significant figures,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1
2,58,0,real line decimals and significant figures,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2
2,59,0,real line decimals and significant figures,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1
2,61,0,real line decimals and significant figures,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1
2,62,0,real line decimals and significant figures,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2
2,63,1,real line decimals and significant figures,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/YHCSH/real-line-decimals-and-significant-figures,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket
3,4,1,the theorem of pythagoras and properties of the square root of 2,algebraic expressions surds and approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations
3,11,0,the theorem of pythagoras and properties of the square root of 2,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2
3,12,0,the theorem of pythagoras and properties of the square root of 2,parabolas and quadratics,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/XI618/parabolas-and-quadratics
3,16,0,the theorem of pythagoras and properties of the square root of 2,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions
3,22,1,the theorem of pythagoras and properties of the square root of 2,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry
3,24,0,the theorem of pythagoras and properties of the square root of 2,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3
3,25,0,the theorem of pythagoras and properties of the square root of 2,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change
3,26,1,the theorem of pythagoras and properties of the square root of 2,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration
3,27,0,the theorem of pythagoras and properties of the square root of 2,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants
3,28,0,the theorem of pythagoras and properties of the square root of 2,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits
3,29,1,the theorem of pythagoras and properties of the square root of 2,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws
3,30,0,the theorem of pythagoras and properties of the square root of 2,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity
3,31,0,the theorem of pythagoras and properties of the square root of 2,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit
3,34,0,the theorem of pythagoras and properties of the square root of 2,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1
3,35,0,the theorem of pythagoras and properties of the square root of 2,differentials and applications part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/RTRQ2/differentials-and-applications-part-2
3,36,0,the theorem of pythagoras and properties of the square root of 2,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4
3,41,0,the theorem of pythagoras and properties of the square root of 2,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching
3,42,0,the theorem of pythagoras and properties of the square root of 2,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule
3,49,0,the theorem of pythagoras and properties of the square root of 2,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test
3,53,0,the theorem of pythagoras and properties of the square root of 2,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals
3,57,0,the theorem of pythagoras and properties of the square root of 2,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1
3,58,0,the theorem of pythagoras and properties of the square root of 2,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2
3,59,0,the theorem of pythagoras and properties of the square root of 2,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1
3,61,0,the theorem of pythagoras and properties of the square root of 2,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1
3,62,0,the theorem of pythagoras and properties of the square root of 2,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2
3,63,0,the theorem of pythagoras and properties of the square root of 2,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/b0jBv/the-theorem-of-pythagoras-and-properties-of-the-square-root-of-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket
4,5,1,algebraic expressions surds and approximations,equations and inequalities,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/GXs8P/equations-and-inequalities
4,6,1,algebraic expressions surds and approximations,sign diagrams solution sets and intervals part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1
4,7,1,algebraic expressions surds and approximations,sign diagrams solution sets and intervals part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2
4,9,1,algebraic expressions surds and approximations,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value
4,10,1,algebraic expressions surds and approximations,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane
4,11,0,algebraic expressions surds and approximations,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2
4,12,0,algebraic expressions surds and approximations,parabolas and quadratics,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/XI618/parabolas-and-quadratics
4,14,0,algebraic expressions surds and approximations,functions as rules with domain range and graph,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/IxW5B/functions-as-rules-with-domain-range-and-graph
4,15,abandon,algebraic expressions surds and approximations,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions
4,16,0,algebraic expressions surds and approximations,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions
4,18,0,algebraic expressions surds and approximations,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function
4,20,0,algebraic expressions surds and approximations,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay
4,22,0,algebraic expressions surds and approximations,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry
4,23,0,algebraic expressions surds and approximations,inverse circular functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/pXOoI/inverse-circular-functions
4,24,0,algebraic expressions surds and approximations,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3
4,25,1,algebraic expressions surds and approximations,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change
4,26,1,algebraic expressions surds and approximations,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration
4,27,0,algebraic expressions surds and approximations,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants
4,28,0,algebraic expressions surds and approximations,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits
4,29,0,algebraic expressions surds and approximations,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws
4,30,0,algebraic expressions surds and approximations,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/kHYi4/algebraic-expressions-surds-and-approximations,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity
