视频A顺序,视频B顺序,投票结果,视频A标题,视频B标题,视频A网站,视频B网站
5,21,0,animal plant based proteins,how to make gluten free crepes,https://www.coursera.org/learn/food-and-health/lecture/cowKs/animal-plant-based-proteins,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
5,21,0,animal plant based proteins,how to make lemon herb roasted chicken,https://www.coursera.org/learn/food-and-health/lecture/cowKs/animal-plant-based-proteins,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
5,23,0,animal plant based proteins,how to make idlis indian rice cakes,https://www.coursera.org/learn/food-and-health/lecture/cowKs/animal-plant-based-proteins,https://www.coursera.org/learn/food-and-health/lecture/hw3BB/how-to-make-idlis-indian-rice-cakes
5,24,0,animal plant based proteins,how to make pad thai,https://www.coursera.org/learn/food-and-health/lecture/cowKs/animal-plant-based-proteins,https://www.coursera.org/learn/food-and-health/lecture/ANvHq/how-to-make-pad-thai
5,25,0,animal plant based proteins,how to make lasagna,https://www.coursera.org/learn/food-and-health/lecture/cowKs/animal-plant-based-proteins,https://www.coursera.org/learn/food-and-health/lecture/AeImE/how-to-make-lasagna
5,26,0,animal plant based proteins,how to make ricotta cake,https://www.coursera.org/learn/food-and-health/lecture/cowKs/animal-plant-based-proteins,https://www.coursera.org/learn/food-and-health/lecture/MJE8s/how-to-make-ricotta-cake
5,27,0,animal plant based proteins,how to make pancakes in a blender,https://www.coursera.org/learn/food-and-health/lecture/cowKs/animal-plant-based-proteins,https://www.coursera.org/learn/food-and-health/lecture/NXM4K/how-to-make-pancakes-in-a-blender
5,28,0,animal plant based proteins,how to make a sweet pea salad,https://www.coursera.org/learn/food-and-health/lecture/cowKs/animal-plant-based-proteins,https://www.coursera.org/learn/food-and-health/lecture/ipPyI/how-to-make-a-sweet-pea-salad
5,29,0,animal plant based proteins,how to make egg sandwiches,https://www.coursera.org/learn/food-and-health/lecture/cowKs/animal-plant-based-proteins,https://www.coursera.org/learn/food-and-health/lecture/i2P7x/how-to-make-egg-sandwiches
6,11,1,dietary fats their effects on human health,a step wise approach to behavior change,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change
6,14,1,dietary fats their effects on human health,cooking increasing vegetable intake,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/52bEu/cooking-increasing-vegetable-intake
6,15,1,dietary fats their effects on human health,cooking sensible substitutions,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/iUEro/cooking-sensible-substitutions
6,21,0,dietary fats their effects on human health,how to make gluten free crepes,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
6,21,0,dietary fats their effects on human health,how to make lemon herb roasted chicken,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
6,22,0,dietary fats their effects on human health,how to make asparagus torta,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/VjQxx/how-to-make-asparagus-torta
6,23,0,dietary fats their effects on human health,how to make idlis indian rice cakes,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/hw3BB/how-to-make-idlis-indian-rice-cakes
6,24,0,dietary fats their effects on human health,how to make pad thai,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/ANvHq/how-to-make-pad-thai
6,25,0,dietary fats their effects on human health,how to make lasagna,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/AeImE/how-to-make-lasagna
6,26,0,dietary fats their effects on human health,how to make ricotta cake,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/MJE8s/how-to-make-ricotta-cake
6,27,0,dietary fats their effects on human health,how to make pancakes in a blender,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/NXM4K/how-to-make-pancakes-in-a-blender
6,28,0,dietary fats their effects on human health,how to make a sweet pea salad,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/ipPyI/how-to-make-a-sweet-pea-salad
6,29,0,dietary fats their effects on human health,how to make egg sandwiches,https://www.coursera.org/learn/food-and-health/lecture/G7kqN/dietary-fats-their-effects-on-human-health,https://www.coursera.org/learn/food-and-health/lecture/i2P7x/how-to-make-egg-sandwiches
7,11,abandon,why are highly processed foods generally less healthy,a step wise approach to behavior change,https://www.coursera.org/learn/food-and-health/lecture/ai3GY/why-are-highly-processed-foods-generally-less-healthy,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change
7,14,0,why are highly processed foods generally less healthy,cooking increasing vegetable intake,https://www.coursera.org/learn/food-and-health/lecture/ai3GY/why-are-highly-processed-foods-generally-less-healthy,https://www.coursera.org/learn/food-and-health/lecture/52bEu/cooking-increasing-vegetable-intake
7,21,0,why are highly processed foods generally less healthy,how to make gluten free crepes,https://www.coursera.org/learn/food-and-health/lecture/ai3GY/why-are-highly-processed-foods-generally-less-healthy,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
7,21,0,why are highly processed foods generally less healthy,how to make lemon herb roasted chicken,https://www.coursera.org/learn/food-and-health/lecture/ai3GY/why-are-highly-processed-foods-generally-less-healthy,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
7,22,0,why are highly processed foods generally less healthy,how to make asparagus torta,https://www.coursera.org/learn/food-and-health/lecture/ai3GY/why-are-highly-processed-foods-generally-less-healthy,https://www.coursera.org/learn/food-and-health/lecture/VjQxx/how-to-make-asparagus-torta
7,28,0,why are highly processed foods generally less healthy,how to make a sweet pea salad,https://www.coursera.org/learn/food-and-health/lecture/ai3GY/why-are-highly-processed-foods-generally-less-healthy,https://www.coursera.org/learn/food-and-health/lecture/ipPyI/how-to-make-a-sweet-pea-salad
7,29,0,why are highly processed foods generally less healthy,how to make egg sandwiches,https://www.coursera.org/learn/food-and-health/lecture/ai3GY/why-are-highly-processed-foods-generally-less-healthy,https://www.coursera.org/learn/food-and-health/lecture/i2P7x/how-to-make-egg-sandwiches
8,21,0,trends in sugar consumption recommendations,how to make gluten free crepes,https://www.coursera.org/learn/food-and-health/lecture/ZF88P/trends-in-sugar-consumption-recommendations,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
8,22,0,trends in sugar consumption recommendations,how to make asparagus torta,https://www.coursera.org/learn/food-and-health/lecture/ZF88P/trends-in-sugar-consumption-recommendations,https://www.coursera.org/learn/food-and-health/lecture/VjQxx/how-to-make-asparagus-torta
8,28,0,trends in sugar consumption recommendations,how to make a sweet pea salad,https://www.coursera.org/learn/food-and-health/lecture/ZF88P/trends-in-sugar-consumption-recommendations,https://www.coursera.org/learn/food-and-health/lecture/ipPyI/how-to-make-a-sweet-pea-salad
8,29,0,trends in sugar consumption recommendations,how to make egg sandwiches,https://www.coursera.org/learn/food-and-health/lecture/ZF88P/trends-in-sugar-consumption-recommendations,https://www.coursera.org/learn/food-and-health/lecture/i2P7x/how-to-make-egg-sandwiches
9,11,1,the case for cooking,a step wise approach to behavior change,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change
9,14,0,the case for cooking,cooking increasing vegetable intake,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/52bEu/cooking-increasing-vegetable-intake
9,15,1,the case for cooking,cooking sensible substitutions,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/iUEro/cooking-sensible-substitutions
9,21,0,the case for cooking,how to make gluten free crepes,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
9,21,0,the case for cooking,how to make lemon herb roasted chicken,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
9,22,0,the case for cooking,how to make asparagus torta,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/VjQxx/how-to-make-asparagus-torta
9,23,0,the case for cooking,how to make idlis indian rice cakes,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/hw3BB/how-to-make-idlis-indian-rice-cakes
9,24,0,the case for cooking,how to make pad thai,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/ANvHq/how-to-make-pad-thai
9,26,0,the case for cooking,how to make ricotta cake,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/MJE8s/how-to-make-ricotta-cake
9,27,0,the case for cooking,how to make pancakes in a blender,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/NXM4K/how-to-make-pancakes-in-a-blender
9,28,0,the case for cooking,how to make a sweet pea salad,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/ipPyI/how-to-make-a-sweet-pea-salad
9,29,0,the case for cooking,how to make egg sandwiches,https://www.coursera.org/learn/food-and-health/lecture/9cB7X/the-case-for-cooking,https://www.coursera.org/learn/food-and-health/lecture/i2P7x/how-to-make-egg-sandwiches
11,11,0,a step wise approach to behavior change,a step wise approach to behavior change,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change
11,21,0,a step wise approach to behavior change,how to make gluten free crepes,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
11,22,0,a step wise approach to behavior change,how to make asparagus torta,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/VjQxx/how-to-make-asparagus-torta
11,28,0,a step wise approach to behavior change,how to make a sweet pea salad,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/ipPyI/how-to-make-a-sweet-pea-salad
11,29,0,a step wise approach to behavior change,how to make egg sandwiches,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/i2P7x/how-to-make-egg-sandwiches
11,12,0,a step wise approach to behavior change,eat food not too much mostly plants,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/hsIa2/eat-food-not-too-much-mostly-plants
11,13,0,a step wise approach to behavior change,cooking fundamental ingredients,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/2Bgyo/cooking-fundamental-ingredients
11,16,0,a step wise approach to behavior change,constructing a healthy plate,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/MPp5f/constructing-a-healthy-plate
11,18,0,a step wise approach to behavior change,reading nutrition labels,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/4kjy9/reading-nutrition-labels
11,21,0,a step wise approach to behavior change,how to make gluten free crepes,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
11,21,0,a step wise approach to behavior change,how to make lemon herb roasted chicken,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
11,22,0,a step wise approach to behavior change,how to make asparagus torta,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/VjQxx/how-to-make-asparagus-torta
11,23,0,a step wise approach to behavior change,how to make idlis indian rice cakes,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/hw3BB/how-to-make-idlis-indian-rice-cakes
11,24,0,a step wise approach to behavior change,how to make pad thai,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/ANvHq/how-to-make-pad-thai
11,25,0,a step wise approach to behavior change,how to make lasagna,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/AeImE/how-to-make-lasagna
11,26,0,a step wise approach to behavior change,how to make ricotta cake,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/MJE8s/how-to-make-ricotta-cake
11,27,0,a step wise approach to behavior change,how to make pancakes in a blender,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/NXM4K/how-to-make-pancakes-in-a-blender
11,28,0,a step wise approach to behavior change,how to make a sweet pea salad,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/ipPyI/how-to-make-a-sweet-pea-salad
11,29,0,a step wise approach to behavior change,how to make egg sandwiches,https://www.coursera.org/learn/food-and-health/lecture/Pulh7/a-step-wise-approach-to-behavior-change,https://www.coursera.org/learn/food-and-health/lecture/i2P7x/how-to-make-egg-sandwiches
12,14,1,eat food not too much mostly plants,cooking increasing vegetable intake,https://www.coursera.org/learn/food-and-health/lecture/hsIa2/eat-food-not-too-much-mostly-plants,https://www.coursera.org/learn/food-and-health/lecture/52bEu/cooking-increasing-vegetable-intake
12,21,0,eat food not too much mostly plants,how to make gluten free crepes,https://www.coursera.org/learn/food-and-health/lecture/hsIa2/eat-food-not-too-much-mostly-plants,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
12,21,0,eat food not too much mostly plants,how to make lemon herb roasted chicken,https://www.coursera.org/learn/food-and-health/lecture/hsIa2/eat-food-not-too-much-mostly-plants,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
12,22,0,eat food not too much mostly plants,how to make asparagus torta,https://www.coursera.org/learn/food-and-health/lecture/hsIa2/eat-food-not-too-much-mostly-plants,https://www.coursera.org/learn/food-and-health/lecture/VjQxx/how-to-make-asparagus-torta
12,28,0,eat food not too much mostly plants,how to make a sweet pea salad,https://www.coursera.org/learn/food-and-health/lecture/hsIa2/eat-food-not-too-much-mostly-plants,https://www.coursera.org/learn/food-and-health/lecture/ipPyI/how-to-make-a-sweet-pea-salad
12,29,0,eat food not too much mostly plants,how to make egg sandwiches,https://www.coursera.org/learn/food-and-health/lecture/hsIa2/eat-food-not-too-much-mostly-plants,https://www.coursera.org/learn/food-and-health/lecture/i2P7x/how-to-make-egg-sandwiches
13,21,0,cooking fundamental ingredients,how to make gluten free crepes,https://www.coursera.org/learn/food-and-health/lecture/2Bgyo/cooking-fundamental-ingredients,https://www.coursera.org/learn/food-and-health/lecture/2tBG6/how-to-make-lemon-herb-roasted-chicken
13,28,0,cooking fundamental ingredients,how to make a sweet pea salad,https://www.coursera.org/learn/food-and-health/lecture/2Bgyo/cooking-fundamental-ingredients,https://www.coursera.org/learn/food-and-health/lecture/ipPyI/how-to-make-a-sweet-pea-salad
